,Comment,User,Date,Post
10,Хочу сотрудником стать.,349141859,1596879413,1358
11,Сотрудником хочу стать.,349141859,1596879418,1359
12,Сотрудником стать хочу.,349141859,1596879423,1360
13,Пётр очень хочет стать сотрудником,251685824,1596879583,1361
14,"вау, Миша в пиджаке, такой серьёзный!",266255431,1596879662,1363
15,Деловой молодой человек,461455847,1596879678,1364
16,"Ууу, полюбас!",349141859,1596879681,1365
17,А я люблю полюбас!,349141859,1596879686,1366
18,Хочу стать зондером,303263928,1596879686,1367
19,А я - преподом!))),349141859,1596879702,1368
20,Миша так смущен,266255431,1596879716,1369
21,ты заслужил фан-клуб!,266255431,1596879723,1370
22,"Надо привыкать, Миша",334192884,1596879729,1371
23,Да!!,266249672,1596879729,1372
24,❤️❤️❤️❤️❤️❤️❤️❤️❤️,266255431,1596879741,1373
25,Оувввв,266249672,1596879743,1374
26,КОТИКИ,461455847,1596879744,1375
27,💞💝💞💞💝💞💞💝💞💞,266249672,1596879747,1376
28,UwU,334192884,1596879747,1377
29,"Ты тоже котик, Миша",334192884,1596879759,1378
30,Верона в телеке 🌸,212536243,1596879788,1379
31,"Верона, нарисуй Сашу...",212536243,1596879799,1380
32,АХРХПХХП ШИКАРНО,461455847,1596879799,1381
33,Нарисуем-нарисуем :))))),334192884,1596879801,1382
34,Всех нарисуем,334192884,1596879807,1383
35,ОООО,266249672,1596879807,1384
36,АЙС АТТОРНИ,266249672,1596879815,1385
37,ACE ATTORNEY В МАССЫ,266255431,1596879818,1386
38,Phoenix Wright пишеца,354175470,1596879819,1387
39,ради этого стоило провести кэш,530321139,1596879820,1388
40,"Художники КЛШ, объединяйтесь",334192884,1596879826,1389
41,Это будет хороший мем!,354175470,1596879828,1390
42,НАСТЯ РИСУЕМ,266249672,1596879830,1391
43,"ДА, СВЕТОЧКА",266255431,1596879836,1392
44,ЖДИТЕ АРТЫ,266255431,1596879840,1393
45,ДААААА,266249672,1596879843,1394
46,"Сонь, Саш, вы тоже на очереди!!",266255431,1596879851,1395
47,Да-да,266249672,1596879860,1396
48,;),266249672,1596879862,1397
49,а почему ещё нет альбома в паблике кэш под рисунки??? несправедливость,530321139,1596879868,1398
50,Всех нарисуем [2],334192884,1596879874,1399
51,++++,266255431,1596879877,1400
52,Сегодня ещё и бот-стол по истории!,303263928,1596879879,1401
53,"Даша Шалфей, как только мы разгадаем квестовые задания, давай к нам в клуб",266255431,1596879915,1402
54,"""слишком много стекла"" звучит двусмысленно :(",212536243,1596879924,1403
55,"стекло везде, особенно в фэндомах,,",266255431,1596879938,1404
56,особенно когда предпоследний день КЭШ (?),212536243,1596879953,1405
57,"4 дело, Настя.....",266249672,1596879958,1406
58,"[id266255431|Настасья], обязательно!",461455847,1596879972,1407
59,"надеюсь, в фэндоме Миши (и) Касперского стекла не будет",334192884,1596879977,1408
60,"даже КЭШ намекает на то, чтобы я доиграла...",266255431,1596879983,1409
61,да....,266249672,1596879993,1410
62,я тоже:))))),266249672,1596880000,1411
63,но я не могу..   я начинаю плакать,266249672,1596880011,1412
64,"Доктор, услышьте нас и избавьте от стекла...",266255431,1596880027,1413
65,Свеета💔,266255431,1596880033,1414
66,😢✌💔,266249672,1596880045,1415
67,"И пронёсся над КЛШ клич, к Касперскому обращенный",334192884,1596880061,1416
68,о вы из Англии....,266249672,1596880103,1417
69,Из Онглечании,461455847,1596880114,1418
70,"но Касперский ведь только поставил диагноз... от кибервируса нас избавил Даня Казак, нет?",212536243,1596880126,1419
71,арина!!!! с ковром!!!,530321139,1596880132,1420
72,"Касперского тоже надо, на всякий случай",334192884,1596880149,1421
73,"придётся ли проходить 10 проверок, чтобы избавиться от стекла? 👀",212536243,1596880154,1422
74,нужно открывать фан-клуб Дани Казака.....,266249672,1596880166,1423
75,ПЯТЬ ФАН-КЛУБОВ НА ОДНУ КЭШ,334192884,1596880177,1424
76,и этого мало!,212536243,1596880192,1425
77,а петя аватар.....,266249672,1596880204,1426
78,где фан-клуб Лизы Микалаускайте?,212536243,1596880215,1427
79,Фэндом: /создаеться/,334192884,1596880216,1428
80,фэндом кэш,266255431,1596880229,1429
81,лучший фэндом,266249672,1596880238,1430
82,"кажется, у меня скоро начнётся гиперфиксация",266255431,1596880243,1431
83,"КЛШ - лагерь, КЭШ - фандом 🥰",212536243,1596880246,1432
84,"Танцуйте как минимум так хорошо, как я",354175470,1596880269,1433
85,Стиль жизни,461455847,1596880274,1434
86,"КЭШ как тот загадочный фэндом с локальными мемами, который фолловит куча преданных фанатов, познавших дзен и нашедших Пипидастр",334192884,1596880300,1435
87,"Что им, любителям фенечек",354146642,1596880313,1436
88,ВСЕХ НАРИСУЕМ [3],334192884,1596880517,1437
89,Арина - эпизодная крутая героиня,266255431,1596880524,1438
90,мы стараемся!!!!,266255431,1596880541,1439
91,Аниме по событиям КЭШ.....,334192884,1596880545,1440
92,даже весь тикток просмотрели..........,266255431,1596880556,1441
93,УРАААААААААААА,221238778,1596880566,1442
94,ООООООООО,266255431,1596880567,1443
95,ААААААААА,533098928,1596880568,1444
96,ураааааааааааа,182032263,1596880568,1445
97,УРАААААААА,303263928,1596880568,1446
98,ОНО СВЕРШИЛОСЬ,266249672,1596880572,1447
99,ЭТО СЛУЧИЛОСЬ,266255431,1596880572,1448
100,грац!!!!,530321139,1596880574,1449
101,АХАХПХРХХПХПХАХАХПХПЗП,461455847,1596880574,1450
102,легендарнооооооо,182032263,1596880575,1452
103,ПРОСТО ЖЕСТЬ,533098928,1596880579,1453
104,ААААААААААААААА,334192884,1596880580,1454
105,ОБ ЭТОМ СКЛАДЫВАЛИ ЛЕГЕНДЫ,461455847,1596880585,1455
106,СТО ЛЕТ,266249672,1596880587,1456
107,Завтра пойдёт снег,255657236,1596880589,1457
108,ЖДАЛИ,266249672,1596880590,1458
109,Невероятно,251685824,1596880592,1459
110,НЕУЖЕЛИ,266255431,1596880592,1460
111,ПОЗДРАВЛЯЮ,533098928,1596880593,1461
112,ЧЕРТ ЭТОТ ДЕНЬ НАСТАЛ,334192884,1596880594,1462
113,Петя вернулся!!!,182032263,1596880594,1463
114,"аня, интеллигентные люди...",530321139,1596880595,1464
115,ПХРХПХПЗПЗПЗ,461455847,1596880602,1465
116,:<,530321139,1596880603,1466
117,ПЕТЮ В МАССЫ,266249672,1596880607,1467
118,какой по счёту фанклуб?,212536243,1596880613,1468
119,Господи помилуй,461455847,1596880625,1469
120,Легенда,533098928,1596880625,1470
121,поиграем;)))))?!?!?,266249672,1596880633,1471
122,"мы уже всё подписали и отправили богине рандома, чтобы она выбрала тебя",266255431,1596880639,1472
123,Если говорить о фанклубах... Фанклуб Иры Виссарионовой ещё жив!,83301008,1596880639,1473
124,ШЕСТОЙ ФАНКЛУБ ПРОСТИГОСПОДИ,334192884,1596880640,1474
125,Фэндом пополняется,334192884,1596880649,1475
126,::::::::),461455847,1596880685,1476
127,"Тарантино, базарю",461455847,1596880696,1477
128,ТАРАНТИНООО,266249672,1596880706,1478
129,Ага,533098928,1596880713,1479
130,игра на автомате Калашникова...,334192884,1596880749,1480
131,"[id334192884|Верона], Ахпххпхпп",461455847,1596880761,1481
132,убийственная музыка,266255431,1596880762,1482
133,"Почему же, натянул струны и бренчишь",334192884,1596880776,1483
134,Афигеть,533098928,1596880795,1484
135,СМОТРИТЕ,461455847,1596880795,1485
136,Гениально!!!,182032263,1596880804,1486
137,ПЕТЯ УМНИЦА,334192884,1596880806,1487
138,💪💪💪💪💪💪,303263928,1596880813,1488
139,Просто жесть,533098928,1596880813,1489
140,мы дождались,266255431,1596880813,1490
141,Респект,221238778,1596880815,1491
142,он смог✊😔,266249672,1596880821,1492
143,КоНеЧно,461455847,1596880826,1493
144,"напишут ли про это песню, вот вопрос",334192884,1596880842,1494
145,Улыбка Миши стоит миллиона фанатских слез,461455847,1596880847,1495
146,сенсация.....,266249672,1596880862,1496
147,"можно ли считать себя труъ фанатом Миши, если он в прошлом году был твоим вожатым?",334192884,1596880889,1497
148,ОАОАОАО,133154202,1596880926,1498
149,лучший полюбас!,266255431,1596880927,1499
150,Легендарный полюбас,354530282,1596880958,1500
151,"[id212536243|Аня], но все почести Касперскому, вот ведь несправедливость!",110382461,1596881031,1501
152,"Ура, это свершилось. А ПЕТиция правда существует? Или это просто мысли?",349141859,1596881068,1502
153,"Пётр, когда получил вопрос про имена древнегреческих богов)",62833273,1596881974,1503
154,"2_5_14_248 
 
0fh4wo8m0b85slxdxieym1rqkx70tl83wlbj3z6lxpzmt12sny45yzjlbf238yas1flr7kcwolvjd4r3121bz0c2babx5n2fb2170bd8iddjc6l8if2k9adx515jm0oclqv9rxv1omgjj912pbzuhu6db18r2s40iwvesyvtml4k52qfcb177z69xo0mr0j2a9sc5gn5agi2qkug8ueygvdukp48wyd4qppnfbept04egzkrewe9letx7bwcxn4i2wlrq3cn94ig2qd8caqjb74tm1hydw2hkxjdc8kpg6yp0a2cosbrnwbkvxxz7ufpn5lv1btg2hl5ky4od6q216x5tilg8k7vm6r9448o0eklv9f78u38mg1azdcpdil3h4bdoy9cj559y859p9omav5tf2kzvxt8kj6negr4g0b137sy58jlq95cjtfunfqg5xlqvd63pseaw33n44t7ffby9jdm8dsq0zdjym5j74l1ovoz0qk6k2kop9asiy5jn4utupgj373yei8exyan8pj5crqa9z24e2n3qqv9m8lvl8cg9npi49r8t1exvy9w9lu7s4plc7aqr6409s0be8k8unp7usgrof178xm0p3h8ar0nmmx4fxraap0iiwjd8tafnx2wfxt4uz04030i0ncyeabjdltelxahbbnkwh0pqnjul4jnnq240d37cy2tqj9khexnp6j5rlrva6vj3fwwelgq9a8wcpqxb9jb9esr097tlxyjdrm4jqe2oheazpkspkvbd5gfdpydtix7t3znbkziryjlasjq10t68ohomw6phd1mkkn42p4cbzt4gtr88arsfe22zmf7o7cwi0qgimiw0fo1yrggkb9er261f4c57k5qkyon6p5aafq3yd45vss198sc0skw9ee3las5op4nmkds9e7ibyej25hfw9o16nxaecpwi0irdi3n9ym0z3zcriuleavk5xp06bp1pshsk2hcg5bxsx8aatopjh96jsd3d5yt05ctd1ywc5d51m2t04i4us7kckha4piysrudvnqwu0rtn3mpqq6qa3cj05t51fbrpzmfpti3heshqcbluzswz8qdbhz2s10jratym8kot718pjm4hnzwwac1r4j2yz55s1fntqjot8hu9ntpc1lp6kj1wcuf4nbzil9hzzvnmzbp54lmhwglr62cx105m0mxqyk7cfrom71xtiyyc9kd53l474q4igxeq01j45q954feh54nkutzhrplgg316d0fajsr2btip2hinug7u6k0x217ie6q7zcsaq1pypdow2jp813e0jj58gq9fkcbl88ht5bzkw7rj9sfjsw436y09q2jfoxiwm3zsnrlv2rttvpv1co5b4sbf4g0bymprh1hzup6z7ghxef4w28jvru4rr1fu367l9bpl5vbgibdidga4ol4cdno6d37ig2gacoemdxfsh72zsm24cpgca4oxb5ceexm15t6sid8wad2sjqy8u07gc7z3h5tfdma7sv5zl0hxqbk6jt5lqvnh0z3a5s3saik4hwgixt8lrdw4z4lnbyw66l4cdbk0ui0jbbzl2apao90epsr49d3xmf7dfofbwbmflu77shad90sxvoozah95y1ltlwg4hvcwb2lq0cfl6lmgx9cfg5ybxqxy7roxxwngg56k2r8eofaqwuq2rn2t2cq5m635ibbih38sbfa3sa8h2t7afixufiwio0iy0fq1ao7o73g8v50ws5j80tt7l2xxmtfcsryxr0iew7aj18lt0w5c9w43u812mvesx7608i1a08j6vv11h1sqkgvojlph70zh29knglenro56t27ba8oham2wdmcz48sjjkfxus58oartjd0817k5mebikre5588q8wbefgf0yoh8ag7lzza076c1iis6xuimes9gn0fx4fbovyx6dd88z3ap61bnuejha367w8b6ahoujmre43eqe7v3qh86mchsubupvtc8px2wv0l41vjd4ixxjl16mm5gpzm730fdq99526o62plgusvaljw64aezgz1ovcf9n1dl7xke8ac3uknpdd2jg245umil5ef0zrfrfjunhp8vxj21kp8wrebisiqansq6brwskevm4koix2od5a9wv02gykq21o2i2ojn0ofun1kjbav6awig0esbtqb2ez7yle1w3g7i5glxyh6d5wjjtm7yp1a1t2upjsanf7ekiw56vbmbxmzjpxzjkr4yia51mpllxzbo2pavlwo97lnd862btz93mx5ildixd6l58rqkvo68fo5jjo92qf926ope04daq8nob76t1nj12gay7k0n4pikplxujebap002973vrei8h1svnbn3a0kp0cbs0n2k7b7h528na5sf4vd0u667lbadra3rhinc5k8ub5qlx4z1i1x9liwx4fdlfvjqs6fhov6gq5i3lf52g5j4bm7g1ywgg1yu4fw35ho1fpwlof3koitpfthhhet0k3fzzemr4pdiduy9m9os4kb26fq1k7umpdynghrcg859gzuytlkpjkm716m85bcv7x0ttcb70r7rjjn7gfac8i3zp1yr1k09j4dluzfrlagkry55s5t24kvhrqgtdz6rb88caf6splawxkrbf8lz0tc9itkxftsv1rz015u38itaqb7degmxorf1dfsqlzbym8xd5hgyxcz7loteup18m8sjvgok6kbrym72t7tn39bycctwmbamnscwu4kdkbjx72y7k1k69z77xty2tgsnu8437gcg5q3uspzv5xco6azn737zdngw7xwsx5mwe0cbhmq8l35efz8e6qzmcctuokb0uayukuyh34x2qqpp11hpklerg9b2opxyjln6qnk1i6s9wep7uc66lriafp9oyro3ki02l9kycso9lj9cernfo01xyjuos07xj2e4fovhzj85r2wmh10le6cxvl1lightr7w2i7o9mq0i5xbqlvsoso9j209xabirfuh9ttxjyrw7zq9f3s7vmqzrouefhnk8uj4tzvqfrsrg48spueo66nghmhcc9aj84hb9ew5lxp9u8r6c9p7afg92w4n5fa6yq2dd1589e42h7u6ufz6t3ssl1edcijyo9u6hs3vnxs5of970vexys7ut0cy4la8cugfsl2cfp9oxzjhatkoh7ivr01ge51cp6skolxdwctr6y5pkgbsfbk2gjqmxtsa4f97itf8nj",273460958,1596889962,1506
155,Кхм. Поставил ПЕРВЫЙ диагноз! А кто поспособствовал организации массового статистического исследования? Кто прописал занятия киберспортом и напомнил про важность юмора?,609203027,1596895784,1513
156,Просто супер,459150864,1596877481,1318
157,Хочу стать сотрудником.,349141859,1596878793,1340
158,Хочу стать сотрудником!,349141859,1596878872,1344
159,шикарно.,310708655,1596879639,1362
160,бальзам для ушей!🥰,139951773,1596883788,1504
