,Comment,User,Date,Post
95,😍😍😍,135302612,1587707427,6729
96,"Как свежий ветер...
Спасибо Алёна",344201778,1587828345,6729
97,"Какая же это отдушина, особенно в такое тревожное время. Спасибо большое, Алёна, за ту самую трепетную атмосферу) Кусочек уютной КЛШ по ту сторону экрана)",322851760,1587844505,6729
98,Спасибо за кусочек лета и теплую атмосферу!Пойте ещё!:),135302612,1588777342,6729
99,Женя 💛,196718115,1587548308,6724
100,🦆,18238544,1587549468,6724
101,❤❤❤,17656236,1587317534,6715
102,,264600444,1587338990,6715
103,"Ну ты даёшь, Смоляр! Советовать школьнику читать обзорные статьи в Chem. Rev. – это сильно. 😒",265475996,1587387959,6715
104,Лучший,130722839,1587394669,6715
105,"[id265475996|Sergei], охота пуще неволи!",52251395,1587567064,6715
106,"Я обычно интервью не смотрю, но подробностями про сигму 2020 вынудили. Надеюсь не кликбейт",354175470,1586785481,6702
107,ГДЕ ПРО СИГМУ?,354175470,1586785936,6702
108,"[id354175470|Никита], и все таки это был кликбейт",354146642,1586786097,6702
109,"Товарищ монтажер, а можно, пожалуйста, в следующий раз Мишу погромче, а музыку потише? ❤",100608619,1586786818,6702
110,"[id354175470|Никита],",186150973,1586787132,6702
111,уступаем лучшую букву греческого алфавита в юбилейном сезоне,133154202,1586788499,6702
112,,-49558,1586791529,6702
113,"[id133154202|Лиса], Любого алфавита*",354175470,1587361033,6702
114,научный статус психоанализа: youtu.be/xosk7Msd49E,46047658,1586110215,6694
115,"Я послушал первые 25 минут этой лекции. Пример с таблицей Менделеева — это как раз примерно то, почему был придуман критерий Поппера. Странно его не упоминать и говорить, что вот, мол, как же так, смотрите, какие у химии большие проблемы, если о ней судить с некоторых позиций раннего позитивизма. Позиции эти, кстати, не лишены смысла. Разумеется, отвергать их полностью не следует. Как не следует и ими ограничиваться.

Сравнение с математикой (за первые 25 минут) нахожу откровенно неуместным. Математика оперирует с очень чётко определёнными объектами и не претендует на то, что «существование математической функции может быть доказано при помощи эксперимента» или что «линейное уравнение действительно существует». Эта наука устроена иначе.",1097762,1586113455,6694
116,"Я желаю утверждать, что у этого текста грандиозный финал.",1097762,1585859867,6691
117,"Ничего не знаю, иногда каак залипну на неё минут на 30... главное, чтобы эо и радиусы были",81697268,1585665257,6685
118,"Кстати, с химией в домашних условиях тоже лучше не впадать в крайности )",-49558,1585691207,6685
119,"Да, а то насмотришься на таблицу Менделеева, потом глаза болят, руки трясутся и бессонница",81697268,1585695614,6685
120,Китайская таблица Менделеева - топ. Русская тоже ничего.,539145752,1585716288,6685
121,БОГ БИОХИМА,135302612,1585315097,6678
122,😍😍😍,135302612,1585315115,6678
123,Отвал бошки,159016734,1585331477,6678
124,",",179368921,1583214168,6657
125,"Скажите, пожалуйста, а какого числа придёт сообщение?",448203874,1583942485,6657
126,"[id448203874|Maria], во второй половине марта. Вполне возможно, что уже на следующей неделе!",-49558,1584014318,6657
127,"А я могу сейчас подтвердить, а если случатся неожиданные обстоятельства не поехать?",409647249,1582987121,6651
128,"[id409647249|Денис], можешь, но лучше чтобы все возможные обстоятельства были исключены.",165558195,1582987787,6651
129,"Denis, да, но если обстоятельства случатся — сразу нам сообщи!",-49558,1582987868,6651
130,"[id409647249|Денис],  тебе все можно, тебя везде ждут",222292399,1583055370,6651
131,"Статья великолепная! Спасибо большое всем, кто к ней причастен:)",152984095,1582637126,6639
132,Очень круто!,4470242,1582638751,6639
133,"Ого! Очень важная публикация, спасибо большое!",52793528,1582643017,6639
134,"Благодарю за статью!💖🙏 Приятно вспомнить свой первый сезон в КЛШ 89!👍👍👍 Я была в группе биофизиков под чутким руководством Анатолия Дементьева! Мы разработали совершенно крутую концепцию о клетке-лидере!!! Только насколько я помню, мы себя, да и нас в школе называли как то более академически - Департаментом🤗 Но это мое восприятие как школьницы только что закончившей 7 класс! Было очень круто! Впрочем, как все последующие 4 года, что я ездила в КЛШ в самых разных ролях. 👍👍👍",205506841,1582707438,6639
135,с Бельчонком по информатике совпадает :с,284036238,1581918943,6618
136,по биологии тоже,299120079,1581929929,6618
137,И по обществознанию,192153566,1581943052,6618
138,"К сожалению, совсем избежать пересечений оказалось невозможно. Хорошие новости заключаются в том, что мы дождёмся участников олимпиады по обществознанию и быстро отсобеседуем тех, кто идёт на олимпиады по биологии и информатике.",-49558,1581957439,6618
139,"Катя, смотри ответ Лизе )",-49558,1581957607,6618
140,"[id299120079|Вера], и вы тоже смотрите ответ Лизе )",-49558,1581957706,6618
141,🙂,299120079,1581989575,6618
142,"О, знакомые лица.",526085930,1582032848,6618
143,"А подскажите пожалуйста, те кто не писал никаких специальных контрольных или тестов, может учавствовать ???",276845428,1582039934,6618
144,Да!,-49558,1582048285,6618
145,"Здравствуйте. Скажите, пожалуйста,  собеседование начнётся одновременно для всех в 11.30 или можно приехать,  зарегистрироваться, потом уехать по неотложным делам и подъехать на собеседование в 12-12.10?",461356172,1582364251,6618
146,"Собеседование начнётся в 11:30, но раз уж важные дела, то приезжайте после них.",-49558,1582565367,6618
147,"[club49558|КЛШ], хорошо. Спасибо!",461356172,1582606042,6618
148,А что вообще из себя представляет собеседование?,209363202,1582696256,6618
149,"Школьники расходятся по направлениям, получают несколько задач, решают их, после чего обсуждают свои решения с сотрудниками КЛШ (или с теми, кто помогает проводить собеседование). В принципе, оценивается не столько сам ответ, сколько то, как школьник к нему пришёл. Примерно так.",-49558,1582717047,6618
150,"Здраствуйте, а для тех кто обитает в Москве где можно пройти собеседование? Просто насколько я помню в прошлом году оно было...",512790536,1582900740,6618
151,"[id512790536|Masha], у нас про это отдельный пост от 22 февраля.",-49558,1582924070,6618
152,"Спасибо) 
Я просто немного слепая👀",512790536,1582924325,6618
153,"Подскажите, пожалуйста,  будет ли добор какой-нибудь, мы поздно узнали о вас ((",99052795,1583292517,6618
154,"[id99052795|Елена], к сожалению, в этом году отборочные мероприятия закончились. Ждём в следующем году.",-49558,1583320619,6618
155,"[club49558|КЛШ], 😢",99052795,1583684601,6618
156,"У инфузорий нет полов. Только типы спаривания. Различия в том, что пол определяется на хромосомном уровне, а типы спаривания - на уровне отдельных генов.",308071,1581685487,6613
157,"Ещё немного фактов про личную жизнь инфузорий. Некоторые типы спаривания характерны тем, что при спаривании убивают своего партнёра. Этакие одноклеточные маньяки.",308071,1581685589,6613
158,"[id308071|Артём], да, разница безусловно есть, всё же они одноклеточные)) но тем не менее, в литературе это исторически тоже называют ""полом"", хотя с точки зрения термина и есть вопросы! Спасибо за пояснение :)",17656236,1581699480,6613
159,"Ботать физику под ""Дубинушку""👌👍
АшНюрики из города Долгопрудный ставят лайк)",353835640,1581404444,6608
160,Прекрасная заставка!),213742349,1581409975,6608
161,"Будем откровенны, исходно это была заставка для БОТ-СТОЛА по машинному обучению.",-49558,1581432155,6608
162,"Ах, какая же прелесть! И сотрудники чудесные, и школьники удивительные!😍",224782713,1580641441,6596
163,,-49558,1580708892,6596
164,"Вот жиза, всё ради балла,ОАО ЫАЫ",347023448,1580391569,6589
165,"[id50218215|Витя], ты ли это?:)",52793528,1579966690,6582
166,А ведь похож.,1097762,1580039316,6582
167,Лучшая рубрика на свете,152984095,1579785954,6577
168,"Есть вопрос к [id21030599|Ira] : Можно ли вернуться в Летнюю школу школьником, если свой аттестат ты давно получил?",152984095,1579786010,6577
169,"[id152984095|Дарья], на счёт летней школы не знаю, но письмо из Хогвартса жду до сих пор",21030599,1579786168,6577
170,Ира вообще крутая!!!,295443109,1580260821,6577
171,,295443109,1580260828,6577
172,В Гарри Поттере всё по-взрослому!⚡,14015087,1580391847,6577
173,"А почему вместо сна? 🤔 
Может вместо прокрастинации? Принять нужное лекарство и вперёд!",135302612,1579608735,6570
174,А вот о лекарствах речь пойдёт в ближайший четверг ),-49558,1579616904,6570
175,Почему так мало прокрастинации?,72513972,1579619759,6570
176,Не реалистично),72513972,1579619775,6570
177,"Реалистичность — это, объективно, не наш конёк.",-49558,1579653607,6570
178,А подтверждение о приеме задание не отправляется?,41677149,1580204464,6570
179,Отправляется!,-49558,1580391826,6570
180,"Извините, но моя прокрастинация долша до того, что я отправил в 00:00) Моя работу будут рассматривать?😔",238343407,1580490490,6570
181,"Тимур, не переживай, всю ночь и утро мы принимаем вступ. задания :)",-49558,1580525459,6570
182,"Должен всё-таки заметить, что серфить в темноте — не полностью безопасно ) А с планктоном — ещё и не всегда комфортно, потому что он кусачий )",1097762,1579442047,6566
183,Надеюсь порося не попали в руки Артёму,21678148,1579442137,6566
184,,251680403,1577801345,6557
185,Очень круто!,52793528,1577825923,6557
186,Вааау,159016734,1577865135,6557
187,Лучшее поздравление!,295443109,1578073750,6557
188,"Но если попросите, игры с экономикой тоже принесу!;)",5298268,1576687336,6539
189,"Я очень люблю, когда ты играешь с экономикой )",1097762,1576692030,6539
190,А кому можно приходит? Как стать участником программы?,107949444,1576859897,6539
191,"[id107949444|Юлия], на бот-стол обычно приходят школьники 8-11 классов, но мы ждём всех, кто хочет:)",11024764,1576890395,6539
192,"[id11024764|Елизавета], спасибо))",107949444,1576895842,6539
193,"А ещё очень рекомендуем всем, кто хочет активно решать химию, взять свой калькулятор!;)",135302612,1576318157,6528
194,Победителей в студию!,206441247,1576559578,6528
195,У победителей последние приготовления.,-49558,1576592305,6528
196,А где посмотреть результаты?,484381200,1576634019,6528
197,"Соня, ты можешь написать нам сообщение — и мы пришлём тебе твои результаты.",-49558,1576646985,6528
198,,-147520,1576034479,6522
199,"Здорово, когда большая часть команды возвращается в летнюю школу, а тем более через два года:)

маленькая сигма 2017❤
Спасибо Ане за память!)",37481125,1576117587,6522
200,"Спасибо! В комментариях пишите любые вопросы по теме, готова ответить с большим удовольствием)",11751940,1575825365,6518
201,"Так это тебе спасибо, а не кому-то — нашу бдительность не усыпить! )",-49558,1575868585,6518
202,Подводка хороша :),7094449,1574932321,6506
203,Нам очень приятна такая оценка! В особенности от сооснователя дуэта «Сообразим на троих» :),-49558,1574953521,6506
204,"школьник, тебе сюда",133154202,1575194953,6503
205,Готов решить 10 задач за ссылку на такие стикеры,354175470,1574343562,6489
206,"[id354175470|Никита], +++++",347023448,1574343947,6489
207,"немного ору в голос
и бегаю по потолку (=",319989,1574344475,6489
208,Это прекрасно!!!!,159484303,1574345814,6489
209,"[id354175470|Никита], какие задачи надо решать и кому присылать решение?",512790536,1574351974,6489
210,https://t.me/addstickers/lamzo,-49558,1574353328,6489
211,"Эт про меня, пора бы поботать, но чот хальп",81697268,1574439570,6489
212,"Первая фраза бесценна)
*пост тоже хорош^_^",17656236,1575819600,6487
213,"просто вау!
мне кажется, очень подходящий формат рассказывать историю КЛШ",165031126,1573936152,6484
214,Наконец-то :'3,167151147,1573537036,6471
215,"Что, кто идёт?))",167151147,1573541793,6471
216,А где это происходит,423026871,1573545379,6471
217,Что с собой брать?,213780275,1573547944,6471
218,"[id423026871|Анастасия], Борисова 5, написано же",213780275,1573547964,6471
219,"[id213780275|Эдик], ой. Спасибо",423026871,1573548050,6471
220,Вот куда Ярослава пропадает каждое лето,281866340,1573561677,6471
221,"[id213780275|Эдик], только ручку и тетрадь.",-49558,1573570170,6471
222,Где можно взять ответы на задания которые были на бот- столе (инфа),178628429,1574134701,6471
223,"Расписание:
11:00 – 12:00 Регистрация участников
12:00 – 15:00 КНТ
15:00 – 16:00 Подведение итогов
16:00 – 16:20 Награждение",-49558,1573278609,6468
224,5 пункт...?),176911993,1573136256,6463
225,"[id176911993|Анжелика], суть этого пункта известна одному Хармсу. Нам остаётся только довериться архивным документам, в которых так и было написано.",-49558,1573147282,6463
226,Благодарю за ответ),176911993,1573188743,6463
227,супер как интересно!,157067539,1572846362,6454
228,Хорошая статья и главное - верная по сути.,50205449,1572939679,6454
229,"А когда будет тема ""от Амфоры до Анафемы""? Позовете?",196238,1572509681,6442
230,Где моё общество?(,167151147,1572538733,6442
231,"[id167151147|Полина], пока можем предложить только общество людей толковых. (Но НОН знает о твоём запросе.)",-49558,1572541747,6442
232,"Сложно сказать, Вова, сложно. Мы сосредоточены на НЕН и НЕНН.",-49558,1572542462,6442
233,Мне нужна работа над собой!!!!!! Буду ждать,167151147,1572543156,6442
234,"А расскажите, пожалуйста, историю возникновения выражения ""бот-стол"";)",135302612,1572611651,6442
235,"Сначала о важном: мы склоняемся к тому, что по канону должно быть «БОТ-СТОЛ», а не «бот-стол». По сути же вопроса, вероятно, что-то может сказать [id319989|С. В. Ламзин].",-49558,1572628200,6442
236,"[club49558|КЛШ], спасибо 😊",135302612,1572630820,6442
237,"Скажите пожалуйста, а зондеров на Бот-стол пускают?",539145752,1572685022,6442
238,"[id539145752|Михаил], конечно, ждём всех!",-49558,1572700458,6442
239,Почему кёрлинг?,337719465,1572353924,6438
240,"Стёпа, спасибо за твой вопрос! Отдел иллюстраций просил передать, что при работе над этим постом вдохновлялся стильными историями в летнешкольном инстаграме )",-49558,1572365494,6438
241,Можно ли до 8 класса?,153146982,1572967143,6438
242,"Yulia, можно попытаться, на общих основаниях. Скидку на возраст мы делать не будем.",-49558,1573005005,6438
243,"[club49558|КЛШ], спасибо, то есть если на общих основаниях ребёнок пройдёт, то вы возьмёте? Отказа из-за возраста не будет?",153146982,1573005087,6438
244,Возьмём. Не будет :),-49558,1573089529,6438
245,"Мне всё очень понравилось до момента, когда ближе к концу пошли бонус-треки с альбома St. Anger )",1097762,1572220265,6433
246,Жиза 😂,347023448,1571751261,6422
247,Простая ночь) где школьники учатся дополнительно),427247219,1571756683,6422
248,😂,466028583,1571765658,6422
249,😅😂,192153566,1571843391,6422
250,"Вы б так простыни текста лайкали, которые я для вас пишу, как мемосики лайкаете.",2485575,1571930901,6422
251,"[id2485575|Антон], так мы лайкаем",347023448,1571932149,6422
252,"Вопрос Ире:
Почему именно детский патанотом?",546947811,1571641966,6415
253,"Хочу вспомнить дроби и другую фигню, которая пишется на доске, но очень нужна в современном мире для аналитики всяких данных, куда идти? Вова, 33 годика.",196238,1571315967,6396
254,"[id196238|Владимир], по-видимому, Вам в Нью-Йорк:)",11024764,1571316836,6396
255,"Ну правда, это не шутки, какой учебник алгебры чтобы полезно и не сложно? И с понятным разбором решений.... а в НЙ уже все занято....",196238,1571321101,6396
256,"Ну правда, это не шутки, какой учебник алгебры чтобы полезно и не сложно? И с понятным разбором решений.... а в НЙ уже все занято....",196238,1571321107,6396
257,А что это такое вообще?,206441247,1571328226,6396
258,"В тред приглашаются коллеги [id319989|Сергей Ламзин], [id2368015|Аля Прилепова], [id500180|Вика Луковская] и [id308071|Артём Благодатский] (на всякий случай).",-49558,1571329592,6396
259,БОТ-СТОЛ? Ну это как ШИНОМ-ОНТАЖ только по математике,196238,1571376847,6396
260,"Серега, что почитать?",196238,1571376906,6396
261,"[id196238|Владимир], https://kursky-solovey2.livejournal.com/348702.html",7534732,1571380962,6396
262,Сколько людей может прийти? Нужно как-то регистрироваться кроме этого голосования?,476355126,1571446480,6396
263,"[id476355126|Ангелина], могут прийти все! Предварительно не нужно регистрироваться.",11024764,1571448546,6396
264,Реквестую очередной математический стол!,290569351,1571497607,6396
265,Хочу в следующий раз физику),427247219,1571502069,6396
266,С радостью приеду),4332740,1571242502,6392
267,"к слову, об эффектности демонстраций 😃",23921647,1571570494,6392
268,"Товарищи из НОН, сделайте бот-стол по общаге, пожаааалуйста :D",167151147,1570948847,6383
269,"[id167151147|Polina], Плюсую!",143645300,1570968470,6383
270,"[id167151147|Полина], согласна",192153566,1570970066,6383
271,"[id167151147|Полина], согласен",347023448,1571039731,6383
272,"[id167151147|Полина], взяли под карандашик )",11252639,1571303360,6383
273,"[id11252639|Алена], ждёёём",347023448,1571307390,6383
274,"Для НЕН тоже было бы классно, при необходимости с помещением могу помочь",295443109,1571384478,6383
